弹幕内容,发送位置,发送时间,弹幕类型,弹幕字体大小,发送者id
888888,0分36秒,2023--04--09 18:43:12,普通弹幕,25,5d558af8
888888,0分39秒,2023--04--09 18:42:15,普通弹幕,25,935129fe
888888,0分30秒,2023--04--09 18:41:48,普通弹幕,25,7c7ccbe1
8,0分22秒,2023--04--09 18:41:32,普通弹幕,25,c311bbb4
出来行，系要还嘅！,2分26秒,2023--04--09 18:41:14,普通弹幕,25,30747bf4
小潮院长弟弟～,3分37秒,2023--04--09 18:40:02,普通弹幕,25,253804b5
可爱捏,3分49秒,2023--04--09 18:39:59,普通弹幕,25,1050e4f
888888,0分45秒,2023--04--09 18:37:25,普通弹幕,25,74dced31
888888,0分33秒,2023--04--09 18:36:43,普通弹幕,25,b8be7fa6
进度条 ：nibifanche,4分7秒,2023--04--09 18:36:25,普通弹幕,25,c3364b43
哟西 很精神,2分59秒,2023--04--09 18:35:15,普通弹幕,25,c3364b43
888888,0分38秒,2023--04--09 18:34:28,普通弹幕,25,7dfe189d
内陷的做法参考经典法甜french flan 的做法 可以说是和巴斯克一点关系都没有,5分30秒,2023--04--09 18:29:33,普通弹幕,25,6e2bad92
蛋挞的挞发第4声。,0分3秒,2023--04--09 18:28:45,普通弹幕,25,5e4462a2
888888,0分49秒,2023--04--09 18:26:37,普通弹幕,25,6dfb8fbc
8,0分22秒,2023--04--09 18:24:22,普通弹幕,25,3e95beda
8,0分23秒,2023--04--09 18:23:59,普通弹幕,25,5ab801e3
下次一定,6分24秒,2023--04--09 18:23:50,普通弹幕,25,67516bf9
8,0分19秒,2023--04--09 18:22:03,普通弹幕,25,aca63ade
888888,0分31秒,2023--04--09 18:13:32,普通弹幕,25,912da282
888888,0分47秒,2023--04--09 18:09:54,普通弹幕,25,e976ea54
蛋挞刺身,2分40秒,2023--04--09 18:09:04,顶部弹幕,25,5c45c03d
她竟然觉得我们能买得起香草籽，我哭死,0分43秒,2023--04--09 18:09:03,普通弹幕,25,8a273436
888888,0分36秒,2023--04--09 18:06:30,普通弹幕,25,4e4d8b7
888888,0分25秒,2023--04--09 18:06:09,普通弹幕,25,563599d0
888888,0分24秒,2023--04--09 18:02:42,顶部弹幕,25,f4bdf45a
88888,0分29秒,2023--04--09 18:02:41,普通弹幕,25,e1b9a750
必出意外,2分20秒,2023--04--09 17:59:56,普通弹幕,25,1914c0f9
盲猜中间不熟,1分55秒,2023--04--09 17:59:48,普通弹幕,25,5b415277
888888,0分16秒,2023--04--09 17:58:47,普通弹幕,25,6011832b
888888,0分17秒,2023--04--09 17:56:33,顶部弹幕,25,fcfac6c5
888888,0分15秒,2023--04--09 17:56:21,普通弹幕,25,22671a93
想要三连，是不可能的,6分13秒,2023--04--09 17:55:54,顶部弹幕,25,4582c46e
不是为什么我自己做蛋挞，每次都是这种皮？,4分24秒,2023--04--09 17:53:32,普通弹幕,25,e2e939f7
888,0分20秒,2023--04--09 17:52:06,普通弹幕,25,45b72bff
吃完后的肚子(确信),5分34秒,2023--04--09 17:49:25,顶部弹幕,25,77c5c586
吃完后的肚子(确信),5分34秒,2023--04--09 17:48:53,普通弹幕,25,77c5c586
888888,0分16秒,2023--04--09 17:47:24,普通弹幕,25,9647cadd
888888,0分16秒,2023--04--09 17:46:28,普通弹幕,25,7ab183e7
888888,0分49秒,2023--04--09 17:46:27,普通弹幕,25,53b3136a
888888,0分16秒,2023--04--09 17:46:18,普通弹幕,25,7ab183e7
溏心蛋挞哈哈哈哈,2分33秒,2023--04--09 17:45:17,顶部弹幕,25,1a75f868
8888888,0分16秒,2023--04--09 17:44:14,普通弹幕,25,5a91aa1f
888888,0分13秒,2023--04--09 17:39:14,普通弹幕,25,388b08c4
888888,0分19秒,2023--04--09 17:38:33,普通弹幕,25,f70b3bff
888888,0分39秒,2023--04--09 17:38:24,普通弹幕,25,195e9b5c
啦啦啦,1分3秒,2023--04--09 17:36:22,普通弹幕,25,bc2acb23
888888,0分18秒,2023--04--09 17:35:32,普通弹幕,25,82d18ecc
888888,0分49秒,2023--04--09 17:31:34,普通弹幕,25,1d646748
888888,0分36秒,2023--04--09 17:29:58,普通弹幕,25,20da11e6
8,0分45秒,2023--04--09 17:29:10,普通弹幕,25,22313fc9
8!,0分25秒,2023--04--09 17:28:31,普通弹幕,25,65cf06f6
888888,0分15秒,2023--04--09 17:28:16,普通弹幕,25,4bc3e01
888888,0分24秒,2023--04--09 17:27:37,普通弹幕,25,17443508
我们管这样的背后叫，蛋黄卷(doge,1分33秒,2023--04--09 17:26:38,顶部弹幕,25,6dbe1ece
88888,0分16秒,2023--04--09 17:25:58,顶部弹幕,25,de4d3613
8,0分16秒,2023--04--09 17:23:17,普通弹幕,25,52c0f613
888888,0分22秒,2023--04--09 17:21:41,普通弹幕,25,13f5d37b
888888,0分26秒,2023--04--09 17:21:28,普通弹幕,25,97a389fb
没必要纠正读音吧。。。,0分6秒,2023--04--09 17:21:09,普通弹幕,25,284a3986
888888,0分15秒,2023--04--09 17:19:28,普通弹幕,25,cf4c5194
888888,0分38秒,2023--04--09 17:19:03,普通弹幕,25,1dc45561
888888,0分16秒,2023--04--09 17:17:53,普通弹幕,25,4833e8d
888888,0分23秒,2023--04--09 17:15:35,普通弹幕,25,a39a4176
888888,0分28秒,2023--04--09 17:11:57,普通弹幕,25,601776b8
8,0分18秒,2023--04--09 17:11:39,普通弹幕,25,601776b8
OK已经在开始饿了,0分16秒,2023--04--09 17:09:58,普通弹幕,25,8fc446ce
888888,0分22秒,2023--04--09 17:09:25,普通弹幕,25,77d54e33
88888888,0分38秒,2023--04--09 17:08:03,普通弹幕,25,cc7fe3ef
888888,0分16秒,2023--04--09 17:07:58,普通弹幕,25,ea2cacbe
888888,0分31秒,2023--04--09 17:06:30,普通弹幕,25,85831583
888888,0分16秒,2023--04--09 17:05:51,普通弹幕,25,387fb076
888888,0分25秒,2023--04--09 17:02:43,普通弹幕,25,97dc76d4
888,0分13秒,2023--04--09 17:02:23,普通弹幕,25,97dc76d4
888888,0分22秒,2023--04--09 17:01:08,普通弹幕,25,8c6c9287
经典剧情,2分8秒,2023--04--09 17:01:06,普通弹幕,25,46c8d73
8,0分12秒,2023--04--09 17:00:56,普通弹幕,25,4e18a19
888888,0分32秒,2023--04--09 17:00:01,普通弹幕,25,235745cf
8888888,0分32秒,2023--04--09 16:59:39,普通弹幕,25,5fd9493c
888888,0分17秒,2023--04--09 16:59:19,普通弹幕,25,69ccf0df
8,0分21秒,2023--04--09 16:58:39,普通弹幕,25,8f3e5812
888888,0分31秒,2023--04--09 16:56:45,普通弹幕,25,bb24be20
88888888,0分31秒,2023--04--09 16:56:35,普通弹幕,25,e892eba0
旋我嘴里旋我嘴里,5分6秒,2023--04--09 16:56:10,普通弹幕,25,8e9c241
888888,0分21秒,2023--04--09 16:55:31,普通弹幕,25,ac30021
888888,0分29秒,2023--04--09 16:53:56,普通弹幕,25,d18dedc1
耻辱音效,2分50秒,2023--04--09 16:53:35,普通弹幕,25,b9f77387
好想吃,0分12秒,2023--04--09 16:50:14,普通弹幕,25,836dfa8
8,1分2秒,2023--04--09 16:49:58,普通弹幕,25,6b20172b
8888888,0分44秒,2023--04--09 16:49:40,顶部弹幕,25,6b20172b
好一个埋汰羊！！！,5分51秒,2023--04--09 16:47:10,顶部弹幕,25,61255d64
见过，这边有卖的,0分6秒,2023--04--09 16:42:27,普通弹幕,25,96f21752
初恋？,6分33秒,2023--04--09 16:37:02,普通弹幕,25,385455d2
888888,0分45秒,2023--04--09 16:36:55,普通弹幕,25,c946df91
和小蛋挞有啥区别,5分24秒,2023--04--09 16:35:56,普通弹幕,25,385455d2
888888,0分35秒,2023--04--09 16:35:22,普通弹幕,25,fcab2a7c
888888,0分44秒,2023--04--09 16:35:14,普通弹幕,25,47719da8
读蛋挞（第四声）！,0分4秒,2023--04--09 16:34:24,普通弹幕,25,3d4e19f3
老偷妈头是吧,0分19秒,2023--04--09 16:34:10,普通弹幕,25,6f8a7e0c
888888,0分16秒,2023--04--09 16:32:08,普通弹幕,25,db8859dc
说得好，我选肯德基,0分56秒,2023--04--09 16:30:33,普通弹幕,25,dbb7c94d
88888,0分22秒,2023--04--09 16:28:16,普通弹幕,25,3e4ca9d2
封面都一个样,0分0秒,2023--04--09 16:25:24,普通弹幕,25,c179c3b5
888888,0分50秒,2023--04--09 16:24:24,普通弹幕,25,19c1b6cb
6,3分26秒,2023--04--09 16:22:15,普通弹幕,25,9d473c53
888888,0分37秒,2023--04--09 16:20:54,普通弹幕,25,db572de7
8,0分28秒,2023--04--09 16:20:36,普通弹幕,25,db572de7
88888,0分20秒,2023--04--09 16:20:27,普通弹幕,25,d865742d
888888,0分31秒,2023--04--09 16:19:48,普通弹幕,25,3328ebf8
开始吟唱,5分32秒,2023--04--09 16:19:46,普通弹幕,25,2a24b735
888888,0分38秒,2023--04--09 16:19:41,普通弹幕,25,57e37ad1
哇,0分52秒,2023--04--09 16:16:53,普通弹幕,25,982fb3c4
88888888,0分44秒,2023--04--09 16:07:10,普通弹幕,25,54a05649
888888,0分31秒,2023--04--09 16:06:43,普通弹幕,25,3aa10ee5
888888,0分29秒,2023--04--09 16:04:43,普通弹幕,25,c5bc1e2d
888888,0分32秒,2023--04--09 16:03:45,普通弹幕,25,9781bc3c
88888,0分37秒,2023--04--09 16:03:04,普通弹幕,25,874a50d6
抱歉，但是好涩,0分6秒,2023--04--09 16:02:49,普通弹幕,25,4467cc33
888888,0分46秒,2023--04--09 16:02:18,普通弹幕,25,52077b79
888888,0分46秒,2023--04--09 16:00:29,普通弹幕,25,9f570c22
888888,0分41秒,2023--04--09 15:59:35,普通弹幕,25,daf67821
8,0分34秒,2023--04--09 15:59:27,普通弹幕,25,daf67821
888888,0分29秒,2023--04--09 15:59:22,普通弹幕,25,daf67821
888888,0分45秒,2023--04--09 15:58:41,顶部弹幕,25,472208e5
888888,0分40秒,2023--04--09 15:57:34,顶部弹幕,25,d6214a99
松弛：指啪唧一声,1分8秒,2023--04--09 15:56:48,普通弹幕,25,fee80379
8,0分24秒,2023--04--09 15:52:38,普通弹幕,25,6afe6317
8,0分17秒,2023--04--09 15:51:56,普通弹幕,25,7e1d8d38
888888,0分42秒,2023--04--09 15:50:23,普通弹幕,25,e4d21330
8888,0分44秒,2023--04--09 15:49:11,普通弹幕,25,71dd8d8e
888888,0分34秒,2023--04--09 15:48:07,普通弹幕,25,f6940ad6
888888,0分15秒,2023--04--09 15:45:29,普通弹幕,25,c5d1bff
888888,0分19秒,2023--04--09 15:36:02,普通弹幕,25,87a3f9b7
现在见到了,0分5秒,2023--04--09 15:33:24,普通弹幕,25,7bdf6f93
给我吃一口,5分26秒,2023--04--09 15:32:07,普通弹幕,25,4533e658
必须得有经典翻车环节,1分45秒,2023--04--09 15:21:23,普通弹幕,25,4832904a
888888,0分15秒,2023--04--09 15:20:17,普通弹幕,25,928875db
哦吼吼吼吼吼吼,4分44秒,2023--04--09 15:13:10,普通弹幕,25,2f2ad25f
888888,0分29秒,2023--04--09 15:12:58,普通弹幕,25,33414d4d
888888,0分28秒,2023--04--09 15:12:53,普通弹幕,25,33414d4d
888888,0分24秒,2023--04--09 15:12:45,普通弹幕,25,33414d4d
888888,0分44秒,2023--04--09 15:11:21,普通弹幕,25,5939bc8f
8,0分33秒,2023--04--09 15:10:32,普通弹幕,25,20cd9709
888888,0分16秒,2023--04--09 15:10:08,普通弹幕,25,20cd9709
888888,0分52秒,2023--04--09 15:07:52,普通弹幕,25,88e72234
888888,0分47秒,2023--04--09 15:05:23,普通弹幕,25,ac4804de
8888888,0分16秒,2023--04--09 15:01:12,普通弹幕,25,6a875ba8
888888,0分20秒,2023--04--09 15:00:57,普通弹幕,25,712a5b34
秀挞,0分10秒,2023--04--09 14:57:24,普通弹幕,25,c00f7430
888888,0分22秒,2023--04--09 14:56:19,普通弹幕,25,c3b34593
88888,0分25秒,2023--04--09 14:55:51,普通弹幕,25,24585854
888888,0分35秒,2023--04--09 14:55:46,普通弹幕,25,7fea2523
888888,0分47秒,2023--04--09 14:55:38,普通弹幕,25,a8fac3e8
8,0分19秒,2023--04--09 14:55:28,普通弹幕,25,d116928c
88888,0分54秒,2023--04--09 14:52:45,普通弹幕,25,d522630f
扔我嘴里,2分10秒,2023--04--09 14:51:57,普通弹幕,25,55963fb6
888888,0分32秒,2023--04--09 14:51:55,普通弹幕,25,d238ae4e
8,0分19秒,2023--04--09 14:51:36,普通弹幕,25,d238ae4e
好 很有精神,3分2秒,2023--04--09 14:50:22,普通弹幕,25,300f848
动森！,1分5秒,2023--04--09 14:49:48,普通弹幕,25,a6529671
88888888,0分28秒,2023--04--09 14:49:22,普通弹幕,25,3eb3ee70
台灣KFC有這麼大的蛋塔欸嘿嘿嘿,0分11秒,2023--04--09 14:47:08,顶部弹幕,25,b8c244bf
888888,0分19秒,2023--04--09 14:46:59,顶部弹幕,25,d7e4918
888888,0分17秒,2023--04--09 14:43:48,普通弹幕,25,9e1b0666
888888,0分49秒,2023--04--09 14:43:26,普通弹幕,25,ec9cae19
888888,0分53秒,2023--04--09 14:42:54,普通弹幕,25,ec9cae19
888888,0分29秒,2023--04--09 14:42:21,普通弹幕,25,ec9cae19
888888,0分17秒,2023--04--09 14:41:55,普通弹幕,25,ec9cae19
8888,0分17秒,2023--04--09 14:40:38,普通弹幕,25,4ee20717
哈哈哈哈，白嫖了别人的配方呀,2分30秒,2023--04--09 14:39:36,普通弹幕,25,8916d377
888888,0分33秒,2023--04--09 14:37:49,普通弹幕,25,1f081972
李昊小曲,1分19秒,2023--04--09 14:37:22,普通弹幕,25,d2c554db
88888,0分30秒,2023--04--09 14:35:00,普通弹幕,25,b549b4a7
听着绵羊料理姐姐的一声叫我也好想炫进嘴里,3分38秒,2023--04--09 14:33:17,普通弹幕,25,ebed0699
888888,0分13秒,2023--04--09 14:33:01,普通弹幕,25,f7bf3ade
8,0分37秒,2023--04--09 14:32:43,普通弹幕,25,7e418f4b
8888888,0分20秒,2023--04--09 14:26:45,普通弹幕,25,385f0316
8,0分16秒,2023--04--09 14:26:12,顶部弹幕,25,5e4adfd
8,0分19秒,2023--04--09 14:24:16,普通弹幕,25,d7142588
8,0分42秒,2023--04--09 14:23:26,顶部弹幕,25,817243d9
888888,0分11秒,2023--04--09 14:23:25,普通弹幕,25,fc0e15a5
888888,0分51秒,2023--04--09 14:22:48,普通弹幕,25,e52dd93d
8888888,0分20秒,2023--04--09 14:22:16,普通弹幕,25,cc66857a
8,0分40秒,2023--04--09 14:21:42,普通弹幕,25,41970c39
[ohhhhhh],4分45秒,2023--04--09 14:20:54,普通弹幕,25,eb431007
我的天,0分9秒,2023--04--09 14:19:39,普通弹幕,25,e19c7156
8,0分16秒,2023--04--09 14:17:52,普通弹幕,25,2af3d6f9
888888,0分29秒,2023--04--09 14:17:00,普通弹幕,25,3af501be
888888,0分33秒,2023--04--09 14:16:04,普通弹幕,25,eb431007
上课铃那个该不会是校友吧,6分2秒,2023--04--09 14:15:03,普通弹幕,25,c24a488e
吓我一跳，上课铃,5分55秒,2023--04--09 14:14:45,普通弹幕,25,c24a488e
888888,0分39秒,2023--04--09 14:13:32,顶部弹幕,25,1e2d8343
88888,0分54秒,2023--04--09 14:13:12,普通弹幕,25,e440305e
888888,0分36秒,2023--04--09 14:12:42,普通弹幕,25,fac4fb27
888888,0分16秒,2023--04--09 14:10:52,普通弹幕,25,6e873a2c
888888,0分49秒,2023--04--09 14:10:21,普通弹幕,25,3762add2
是仆（puk）街,2分59秒,2023--04--09 14:06:45,顶部弹幕,25,77a215d9
888888,0分38秒,2023--04--09 14:06:44,普通弹幕,25,66595fc1
888888,0分19秒,2023--04--09 14:06:43,普通弹幕,25,68b8507d
888888,0分13秒,2023--04--09 14:05:58,普通弹幕,25,8712a9d4
888888,0分51秒,2023--04--09 14:05:04,普通弹幕,25,3358687b
88888888,0分43秒,2023--04--09 14:04:53,普通弹幕,25,3358687b
888888,0分27秒,2023--04--09 14:01:11,普通弹幕,25,b6a1972
888888,0分59秒,2023--04--09 14:00:16,普通弹幕,25,3802a9ac
888888,0分29秒,2023--04--09 13:58:55,普通弹幕,25,550ccfb1
天空是蔚蓝色，窗外有千纸鹤,2分40秒,2023--04--09 13:57:06,普通弹幕,25,7df9cc49
超大蝴蝶酥？（幻视）,1分23秒,2023--04--09 13:55:29,普通弹幕,25,7df9cc49
88888888,0分32秒,2023--04--09 13:55:17,普通弹幕,25,5845bb86
888888,0分58秒,2023--04--09 13:51:16,普通弹幕,25,bc9b880
888888,0分27秒,2023--04--09 13:49:43,普通弹幕,25,e07c853e
字母哥？,0分17秒,2023--04--09 13:48:51,顶部弹幕,25,fe7fb2f4
888888,0分21秒,2023--04--09 13:48:45,普通弹幕,25,582b2b01
888888,0分43秒,2023--04--09 13:48:37,普通弹幕,25,b2913e8b
8888888,0分51秒,2023--04--09 13:48:32,普通弹幕,25,549bf845
888888,0分15秒,2023--04--09 13:47:31,普通弹幕,25,68b170a2
888888,1分0秒,2023--04--09 13:47:16,普通弹幕,25,ceb055db
888888,0分55秒,2023--04--09 13:47:12,普通弹幕,25,ceb055db
888888,0分49秒,2023--04--09 13:47:06,普通弹幕,25,ceb055db
888888,0分44秒,2023--04--09 13:47:00,普通弹幕,25,ceb055db
888888,0分34秒,2023--04--09 13:46:51,普通弹幕,25,ceb055db
8888888,0分27秒,2023--04--09 13:46:44,普通弹幕,25,ceb055db
888888,0分27秒,2023--04--09 13:45:57,普通弹幕,25,41b8d89f
888888,0分20秒,2023--04--09 13:45:49,普通弹幕,25,bc5177c6
888888,0分39秒,2023--04--09 13:44:03,普通弹幕,25,6db85e85
88888888,0分20秒,2023--04--09 13:43:14,普通弹幕,25,86dfda01
进8年度条,1分56秒,2023--04--09 13:42:39,普通弹幕,25,d637531f
888888,0分26秒,2023--04--09 13:40:51,普通弹幕,25,d7bce2f4
鹅鹅鹅鹅鹅鹅鹅鹅鹅鹅鹅鹅鹅鹅,5分51秒,2023--04--09 13:36:33,普通弹幕,25,dc300567
888888,0分37秒,2023--04--09 13:36:17,普通弹幕,25,243379d
8,0分24秒,2023--04--09 13:35:42,普通弹幕,25,32bf30b3
888888,0分37秒,2023--04--09 13:34:59,普通弹幕,25,c529eaca
8888888,0分53秒,2023--04--09 13:34:03,普通弹幕,25,27fcaa66
《高产绵羊》,0分18秒,2023--04--09 13:33:13,顶部弹幕,25,bbda1db1
888888,0分45秒,2023--04--09 13:32:29,普通弹幕,25,a15c10ae
888888,0分24秒,2023--04--09 13:31:45,普通弹幕,25,18e5dce7
鬼史东！！！,6分14秒,2023--04--09 13:30:49,普通弹幕,25,e8f728c7
888888,0分29秒,2023--04--09 13:30:29,普通弹幕,25,39f82b9e
888888,0分18秒,2023--04--09 13:29:47,普通弹幕,25,c68cbd70
888888,0分43秒,2023--04--09 13:28:11,普通弹幕,25,7fff2fae
傻嗨嗨,3分45秒,2023--04--09 13:27:50,顶部弹幕,25,e303a3dc
最后直接到心巴,0分11秒,2023--04--09 13:24:41,普通弹幕,25,dcc0eba6
看起来好好吃,0分9秒,2023--04--09 13:23:51,普通弹幕,25,a618fc3f
她押韵一直可以的,5分10秒,2023--04--09 13:23:41,顶部弹幕,25,97c1ad61
888888,0分49秒,2023--04--09 13:22:32,普通弹幕,25,7f084a7
888888,0分22秒,2023--04--09 13:22:31,普通弹幕,25,c5c2f444
888888,0分23秒,2023--04--09 13:22:15,普通弹幕,25,700fa9d8
8888,0分44秒,2023--04--09 13:21:56,普通弹幕,25,7f084a7
888888,0分31秒,2023--04--09 13:21:18,普通弹幕,25,c7270c6f
88888,0分14秒,2023--04--09 13:20:53,普通弹幕,25,e638b8b7
888888,0分16秒,2023--04--09 13:20:52,普通弹幕,25,cc147cbc
888888,0分43秒,2023--04--09 13:20:31,普通弹幕,25,97534365
8888888,0分37秒,2023--04--09 13:19:19,普通弹幕,25,6b3ab95c
888888,0分27秒,2023--04--09 13:19:08,普通弹幕,25,43d51233
888888,0分15秒,2023--04--09 13:19:01,普通弹幕,25,f7e20a12
888888,0分19秒,2023--04--09 13:18:10,普通弹幕,25,62d06cef
所以没事不要玩烘培,3分20秒,2023--04--09 13:17:43,普通弹幕,25,6e94d98e
888888,0分25秒,2023--04--09 13:16:06,普通弹幕,25,e759b733
8,0分26秒,2023--04--09 13:15:16,普通弹幕,25,5c168264
88888,0分24秒,2023--04--09 13:14:52,普通弹幕,25,8f78420f
888888,0分33秒,2023--04--09 13:14:35,普通弹幕,25,7bef42ff
888888,0分15秒,2023--04--09 13:13:53,普通弹幕,25,4aef19bc
888888,0分26秒,2023--04--09 13:13:31,普通弹幕,25,b5e217ba
8,0分21秒,2023--04--09 13:12:57,普通弹幕,25,f1142b7d
傻嗨嗨,3分47秒,2023--04--09 13:11:11,普通弹幕,25,1bf8c5c0
888888,0分38秒,2023--04--09 13:09:39,普通弹幕,25,edf76dba
888888,0分17秒,2023--04--09 13:09:15,普通弹幕,25,60456ccc
888888,0分47秒,2023--04--09 13:05:37,普通弹幕,25,974bb9bd
888888,0分16秒,2023--04--09 13:05:32,普通弹幕,25,719fc456
888888,0分31秒,2023--04--09 13:05:19,普通弹幕,25,213984a9
8888888,0分26秒,2023--04--09 13:05:10,普通弹幕,25,213984a9
888888,0分55秒,2023--04--09 13:03:56,普通弹幕,25,c8b01a20
888888,0分54秒,2023--04--09 13:03:49,普通弹幕,25,c8b01a20
888888,0分18秒,2023--04--09 13:03:39,顶部弹幕,25,55c70038
888888,0分33秒,2023--04--09 13:03:15,普通弹幕,25,516ba12f
888888,0分18秒,2023--04--09 13:03:09,普通弹幕,25,c8b01a20
8888888,0分33秒,2023--04--09 13:03:08,普通弹幕,25,516ba12f
888888,0分35秒,2023--04--09 13:03:04,普通弹幕,25,55ee7e70
88888,0分21秒,2023--04--09 13:02:58,普通弹幕,25,752572ab
吃着肯德基的蛋挞看视频,2分49秒,2023--04--09 13:02:43,普通弹幕,25,5196ab8e
流心蛋挞！,2分45秒,2023--04--09 13:02:23,顶部弹幕,25,2c5a5c32
讲真，感觉绵羊做的那个更好看,2分7秒,2023--04--09 13:01:43,顶部弹幕,25,2c5a5c32
888888,0分41秒,2023--04--09 13:01:14,普通弹幕,25,bb0c59bb
先烤皮，再倒内陷烤,1分56秒,2023--04--09 13:01:01,普通弹幕,25,9f0d5e9f
爷青回,2分22秒,2023--04--09 13:00:50,普通弹幕,25,24c6b0d1
888,0分28秒,2023--04--09 13:00:49,普通弹幕,25,40a701b0
进度条告诉我并不简单,0分45秒,2023--04--09 13:00:41,普通弹幕,25,872f1fce
888888,0分16秒,2023--04--09 12:58:35,普通弹幕,25,24c6b0d1
888888,0分26秒,2023--04--09 12:58:24,普通弹幕,25,cde31606
888888,0分33秒,2023--04--09 12:57:10,普通弹幕,25,4547ef9a
像砗磲,0分11秒,2023--04--09 12:56:42,普通弹幕,25,40ad6a74
888888,0分22秒,2023--04--09 12:55:45,普通弹幕,25,57b08466
你吼那么大声干什么嘛？,3分1秒,2023--04--09 12:55:37,普通弹幕,25,82b38e71
888888,0分19秒,2023--04--09 12:54:44,普通弹幕,25,d5587c58
888888,0分21秒,2023--04--09 12:53:06,普通弹幕,25,67520362
炫我嘴里！！,0分27秒,2023--04--09 12:52:45,普通弹幕,25,d866e1f8
啊？,0分13秒,2023--04--09 12:52:31,普通弹幕,25,d866e1f8
888888,0分19秒,2023--04--09 12:51:19,普通弹幕,25,a3d49da0
888888,0分37秒,2023--04--09 12:50:58,普通弹幕,25,ee9de948
888888,0分40秒,2023--04--09 12:50:51,普通弹幕,25,3e3d23c1
888888,0分18秒,2023--04--09 12:50:04,普通弹幕,25,ef4ffcac
8888888,0分36秒,2023--04--09 12:48:54,普通弹幕,25,d5ec630b
888888,0分22秒,2023--04--09 12:48:16,普通弹幕,25,512d03bd
888888,0分43秒,2023--04--09 12:48:14,普通弹幕,25,8b0acb19
88888,0分26秒,2023--04--09 12:48:08,普通弹幕,25,dd835927
这个面，难道不是葡挞吗,0分25秒,2023--04--09 12:46:30,普通弹幕,25,ece0ab6a
888888,0分33秒,2023--04--09 12:45:37,普通弹幕,25,27b85006
888888,0分50秒,2023--04--09 12:43:07,普通弹幕,25,7e97d873
888888,0分46秒,2023--04--09 12:42:16,普通弹幕,25,1e5cac64
888888,0分24秒,2023--04--09 12:41:56,普通弹幕,25,d31cfc4c
什么都炫只会害了你,2分50秒,2023--04--09 12:41:50,普通弹幕,25,82d28a37
888888,0分46秒,2023--04--09 12:41:33,普通弹幕,25,e4653796
888888,0分26秒,2023--04--09 12:39:38,普通弹幕,25,742dc9c4
888888,0分41秒,2023--04--09 12:39:33,普通弹幕,25,2a0244be
8888888,0分28秒,2023--04--09 12:38:54,普通弹幕,25,ecc86509
88888888,0分53秒,2023--04--09 12:38:09,普通弹幕,25,7157d0ea
888888,0分33秒,2023--04--09 12:37:42,普通弹幕,25,b0635719
哇,4分14秒,2023--04--09 12:37:22,普通弹幕,25,3fab0e0c
888888,0分27秒,2023--04--09 12:36:50,普通弹幕,25,aab3eb3b
舒芙蕾是吧,5分14秒,2023--04--09 12:36:46,顶部弹幕,25,9d8b32ca
888888,0分23秒,2023--04--09 12:36:41,普通弹幕,25,53838fa9
888888,0分16秒,2023--04--09 12:36:19,普通弹幕,25,f5ee4f3b
宝剑嫂：来活喽！ 都交给我吧,2分7秒,2023--04--09 12:34:10,普通弹幕,25,cce6165e
元气八眉菌去年做过这种蛋挞诶,0分1秒,2023--04--09 12:33:26,普通弹幕,25,ad6163a5
888888,0分18秒,2023--04--09 12:32:47,普通弹幕,25,1390005d
888888,0分23秒,2023--04--09 12:32:06,普通弹幕,25,2110ada8
888888,0分18秒,2023--04--09 12:31:20,普通弹幕,25,8e81c9f
干货全拿走，开店就赚钱,1分55秒,2023--04--09 12:30:32,普通弹幕,25,a969ff39
888888,0分20秒,2023--04--09 12:29:15,普通弹幕,25,cc82a9f2
888888,0分11秒,2023--04--09 12:28:24,普通弹幕,25,21995768
888888,0分15秒,2023--04--09 12:27:56,普通弹幕,25,c2e5d845
888888,0分15秒,2023--04--09 12:26:37,普通弹幕,25,76920072
888889,0分16秒,2023--04--09 12:26:01,普通弹幕,25,952b1ccc
流心蛋挞！（误）,2分36秒,2023--04--09 12:26:00,顶部弹幕,25,c562cf42
888888,0分18秒,2023--04--09 12:25:43,普通弹幕,25,da07c6b1
是duangduang羊（doge）,6分1秒,2023--04--09 12:24:56,普通弹幕,25,7d86820c
88888,0分28秒,2023--04--09 12:24:38,普通弹幕,25,71d7f11c
888888,0分31秒,2023--04--09 12:24:17,普通弹幕,25,71db5a98
888888,0分38秒,2023--04--09 12:24:13,普通弹幕,25,644cf81d
888888,0分13秒,2023--04--09 12:24:13,顶部弹幕,25,c4b7ae36
888888,0分35秒,2023--04--09 12:23:48,普通弹幕,25,24fe4f66
第6666个评论,0分23秒,2023--04--09 12:23:38,普通弹幕,25,2a608581
888888,0分42秒,2023--04--09 12:23:09,普通弹幕,25,35e8b1c9
888888,0分22秒,2023--04--09 12:21:01,普通弹幕,25,275b0604
888888,1分10秒,2023--04--09 12:20:19,普通弹幕,25,b71872e5
888888,1分2秒,2023--04--09 12:20:11,普通弹幕,25,b71872e5
888888,0分55秒,2023--04--09 12:20:04,普通弹幕,25,b71872e5
888888,0分49秒,2023--04--09 12:19:58,普通弹幕,25,b71872e5
888888,0分42秒,2023--04--09 12:19:52,普通弹幕,25,b71872e5
888888,0分45秒,2023--04--09 12:19:45,普通弹幕,25,2386f5ce
888888,0分27秒,2023--04--09 12:19:37,普通弹幕,25,b71872e5
888888,0分32秒,2023--04--09 12:19:10,普通弹幕,25,73e64915
888888,0分58秒,2023--04--09 12:19:06,普通弹幕,25,c8f843bc
