弹幕内容,发送位置,发送时间,弹幕类型,弹幕字体大小,发送者id
315,6分7秒,2022--06--19 17:26:23,底部弹幕,25,bfe1ffcf
】,0分3秒,2022--06--19 12:38:31,普通弹幕,25,79ebbe05
BB,2分29秒,2022--06--17 19:36:40,顶部弹幕,25,f6282525
哈哈哈哈哈哈哈哈哈哈哈,3分26秒,2022--06--17 12:35:10,普通弹幕,25,b662fa2a
有毒的王中,6分6秒,2022--06--16 22:32:21,普通弹幕,25,73cdae65
猜错主角,6分5秒,2022--06--15 23:54:29,顶部弹幕,25,4a33b504
这项目我投了，马上量产销售,4分38秒,2022--06--15 23:27:31,普通弹幕,25,102d4b76
我们吃的都是豆沙的,1分0秒,2022--06--14 21:04:37,普通弹幕,25,c2d6f84
不要吃香菜的别过来损害他人观看体验，左上角不送,1分54秒,2022--06--12 15:59:48,普通弹幕,25,e96665f6
‘,1分52秒,2022--06--12 15:59:09,普通弹幕,25,e96665f6
火腿西兰花,1分52秒,2022--06--11 17:14:15,顶部弹幕,25,f006e4e9
[OHHHH],4分51秒,2022--06--10 20:39:05,顶部弹幕,25,a356027c
五块一个，你再倒贴我20恒河里吧,4分59秒,2022--06--10 19:20:32,普通弹幕,25,2066f5c
你要不请马哥来一趟？（,1分54秒,2022--06--10 19:08:16,普通弹幕,25,2066f5c
315前来考古,6分15秒,2022--06--10 19:03:58,普通弹幕,25,7df2782f
啃大姨腿,5分38秒,2022--06--10 18:25:36,普通弹幕,25,8212f6c
简单来说，三连一个,4分51秒,2022--06--09 17:19:27,普通弹幕,25,db6d25a1
简单来说，三连一个,4分51秒,2022--06--09 17:18:58,普通弹幕,25,db6d25a1
《翻车经验》,3分10秒,2022--06--09 17:15:25,普通弹幕,25,db6d25a1
《翻车经验》,1分8秒,2022--06--09 17:13:08,普通弹幕,25,db6d25a1
《翻车经验》,1分8秒,2022--06--09 17:12:58,普通弹幕,25,db6d25a1
风暴鸡腿降临，决战开始!,0分24秒,2022--06--09 17:11:42,普通弹幕,25,db6d25a1
不在家，不吃中饭,2分6秒,2022--06--09 10:05:42,顶部弹幕,25,c696b22
我要吃！！,5分20秒,2022--06--08 22:34:41,普通弹幕,25,510a7e22
是洋葱,5分25秒,2022--06--08 16:15:58,普通弹幕,25,2559120b
羊丁解鸡,0分58秒,2022--06--07 20:11:13,普通弹幕,25,b8ba9514
黏住过客的思念~,5分40秒,2022--06--07 15:20:54,普通弹幕,25,5afd25f8
好吃，别换包装,6分11秒,2022--06--07 11:32:50,普通弹幕,25,1ee08500
不加香菜,1分36秒,2022--06--05 20:29:04,普通弹幕,25,51427807
《稍加改良》,5分55秒,2022--06--05 15:00:33,普通弹幕,25,1e99b92f
好家伙,6分21秒,2022--06--03 10:29:06,普通弹幕,25,b791d939
核弹的枪式结构,0分49秒,2022--06--02 11:00:54,普通弹幕,25,3080b6ca
丢 大 包,0分54秒,2022--06--01 17:56:27,普通弹幕,25,1715d891
亿些,0分43秒,2022--05--30 18:39:50,普通弹幕,25,c62b2fb4
这超过5块怎么卖得动,5分28秒,2022--05--28 22:51:59,普通弹幕,25,1c4b1bb3
张大仙,4分18秒,2022--05--28 22:14:52,普通弹幕,25,8930ca9e
女版 张大仙,1分29秒,2022--05--28 21:14:13,普通弹幕,25,b0d3ea6f
女版 张大仙,1分23秒,2022--05--28 21:14:06,普通弹幕,25,b0d3ea6f
女版 张大仙,1分17秒,2022--05--28 21:14:01,普通弹幕,25,b0d3ea6f
女版 张大仙,1分2秒,2022--05--28 21:13:46,普通弹幕,25,b0d3ea6f
《饱满》,3分2秒,2022--05--28 20:42:14,普通弹幕,25,c51b92d
油条,3分8秒,2022--05--27 22:29:46,普通弹幕,25,400673d5
湖南人？,0分40秒,2022--05--27 22:27:12,普通弹幕,25,400673d5
甚至没反应过来和叉烧有什么关系回去才发现一句完美啊,2分25秒,2022--05--27 19:36:09,普通弹幕,25,6b7df6f2
隔壁小孩三件套哈哈哈,2分36秒,2022--05--27 10:19:29,普通弹幕,25,a9c1f242
芒果,3分26秒,2022--05--26 20:38:24,普通弹幕,25,923fc903
2019：那我走？,0分14秒,2022--05--25 12:08:39,普通弹幕,25,d2b1b3f3
安井？？？？,2分26秒,2022--05--25 02:00:55,普通弹幕,25,63cf75fc
肯德鸡    找我,0分0秒,2022--05--24 22:41:16,普通弹幕,25,313d15b0
空瓶是我的了！,1分39秒,2022--05--24 16:14:23,顶部弹幕,25,bc76479f
3.1.5,6分4秒,2022--05--24 13:44:29,普通弹幕,25,b08e5869
沾到鼻子上啦hhhhh大姨好可爱,5分21秒,2022--05--23 12:26:44,普通弹幕,25,f96401f0
哈哈哈哈哈哈哈哈哈哈哈哈哈,4分5秒,2022--05--22 23:14:34,普通弹幕,25,d65d5d78
15一个,5分3秒,2022--05--22 14:36:43,普通弹幕,25,43e16ef4
一 ,2分32秒,2022--05--21 22:13:12,普通弹幕,25,467a2e01
进度条不简单,3分47秒,2022--05--21 05:53:40,普通弹幕,25,bdf025ab
天空是蔚蓝色 窗外有千纸鹤,3分0秒,2022--05--20 21:17:28,普通弹幕,25,1bf695c6
 [绵羊料理-3],5分46秒,2022--05--20 12:15:19,普通弹幕,25,91749c43
没熟。,4分2秒,2022--05--18 21:44:28,普通弹幕,25,b7abe4d2
我告诉你们考完了，就变成手雷了。,2分44秒,2022--05--18 21:42:20,普通弹幕,25,b7abe4d2
[ohhhh],4分51秒,2022--05--18 13:55:50,普通弹幕,25,4f3a47dc
双汇火腿出事了,1分1秒,2022--05--18 06:38:02,普通弹幕,25,f00ee804
这一口，吃出了一整个盛夏,5分34秒,2022--05--17 23:25:29,顶部弹幕,25,35590bc4
315过后前来考古,6分1秒,2022--05--17 19:14:35,普通弹幕,25,60f9c3f5
这么多料应该要五块钱吧,5分47秒,2022--05--16 23:02:56,普通弹幕,25,a5924b6a
[ohhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh],4分54秒,2022--05--16 23:02:03,普通弹幕,25,a5924b6a
进度条说明了一切,3分8秒,2022--05--16 23:00:16,普通弹幕,25,a5924b6a
跟物理选修选修五的原子弹好像,0分48秒,2022--05--16 20:32:13,普通弹幕,25,48eb0260
惠灵顿：礼貌你吗,4分30秒,2022--05--16 07:24:02,普通弹幕,25,320105ff
你怎么炸芒果啊喂！(doge),2分51秒,2022--05--15 23:17:24,普通弹幕,25,c75adb61
弹丸厨别跑↑↓,1分7秒,2022--05--15 23:14:53,普通弹幕,25,c75adb61
[0,0分50秒,2022--05--15 14:55:33,普通弹幕,25,6bfe7202
绵羊太厉害了,0分21秒,2022--05--15 02:56:33,普通弹幕,25,fd270857
请节约用水,5分34秒,2022--05--14 18:16:03,普通弹幕,25,dce49e19
感觉要翻车,3分51秒,2022--05--14 14:52:49,普通弹幕,25,145a7cf2
感觉要翻车,2分45秒,2022--05--14 14:51:43,普通弹幕,25,145a7cf2
感觉要翻车,1分37秒,2022--05--14 14:50:34,普通弹幕,25,145a7cf2
不值不值（do ge,4分49秒,2022--05--14 14:05:56,普通弹幕,25,ad038be8
你在想桃子,5分42秒,2022--05--13 23:35:19,普通弹幕,25,a151a7de
他还是更像一个大面包,3分11秒,2022--05--13 14:16:20,普通弹幕,25,1d7cb7d6
更像一个大面包,3分4秒,2022--05--13 14:16:07,普通弹幕,25,1d7cb7d6
就像一个大面包,3分2秒,2022--05--13 14:16:02,普通弹幕,25,1d7cb7d6
[OHHHH],4分58秒,2022--05--12 17:49:52,普通弹幕,25,9c2effa3
好家伙本来就是鸡腿裹东西,2分41秒,2022--05--12 16:30:22,普通弹幕,25,6392a184
这鸡腿。。,2分2秒,2022--05--12 16:29:33,普通弹幕,25,6392a184
《稍 加 改 良》,5分49秒,2022--05--12 15:02:17,普通弹幕,25,70d85bf0
糊了,4分45秒,2022--05--12 15:01:15,普通弹幕,25,70d85bf0
没熟,4分1秒,2022--05--12 15:00:31,普通弹幕,25,70d85bf0
白菜,3分4秒,2022--05--12 14:59:34,普通弹幕,25,70d85bf0
这小狮子好像王源他儿子太子莱阳啊哈哈哈啊,6分16秒,2022--05--11 19:55:56,普通弹幕,25,eabfbd52
3 1 5,6分28秒,2022--05--11 18:23:06,普通弹幕,25,4c5c3808
双汇都敢吃你好勇敢,6分7秒,2022--05--11 16:42:20,普通弹幕,25,9c30f9f3
智慧的眼神,6分23秒,2022--05--11 15:27:05,底部弹幕,25,a048422
[OHHHH],6分17秒,2022--05--11 15:26:29,顶部弹幕,25,a048422
世界上一共才70亿,0分20秒,2022--05--11 13:35:53,普通弹幕,25,b3795bc0
2022年的都出来对暗号吧：315,6分19秒,2022--05--11 13:03:13,普通弹幕,25,f3655857
315后前来参观,6分0秒,2022--05--11 07:15:39,顶部弹幕,25,6424c51a
好像自己试试,0分57秒,2022--05--10 21:46:44,普通弹幕,25,8d58dca
大芒果,2分49秒,2022--05--10 19:07:48,普通弹幕,25,ba74066
看完纪录片过来三连,0分0秒,2022--05--09 22:13:49,顶部弹幕,25,379ae194
。。。。。。。。。。。。。。。,3分51秒,2022--05--08 12:05:37,普通弹幕,25,7db57f65
真能拉！,2分19秒,2022--05--07 20:36:05,顶部弹幕,25,86700358
好会说,5分44秒,2022--05--07 20:34:17,普通弹幕,25,1a22e614
怒啃两个馒头,5分38秒,2022--05--07 15:44:16,普通弹幕,25,40a78118
Killer queen 第三炸弹 败者食尘,3分25秒,2022--05--07 12:23:08,普通弹幕,25,1dccc974
翻车,2分58秒,2022--05--05 12:07:53,普通弹幕,25,e9f6eb9f
象拔蚌鸡腿,3分22秒,2022--05--04 17:15:48,普通弹幕,25,a973fedd
我真的好想吃,4分52秒,2022--05--04 17:01:22,普通弹幕,25,2c5b7a20
我好想吃,4分43秒,2022--05--04 17:01:14,普通弹幕,25,2c5b7a20
111,2分30秒,2022--05--04 11:09:45,普通弹幕,25,660e4f58
我就想知道照着这个做然后去卖钱，算不算侵权？,5分53秒,2022--05--04 02:16:22,普通弹幕,25,80e35082
鸡腿变腰子,2分51秒,2022--05--03 17:11:42,普通弹幕,25,53785511
建议配套老坛酸菜面,6分11秒,2022--05--03 13:59:13,顶部弹幕,25,1f68b832
3 不加香菜,1分34秒,2022--05--02 22:58:56,普通弹幕,25,b6d110c3
b z h b z h b z h b z h b z h,5分2秒,2022--05--02 20:46:33,普通弹幕,25,a9c5320d
谁告诉我神马是帕马森！,1分43秒,2022--05--02 19:29:47,普通弹幕,25,8cb3382b
你在想 pea(屁)  ch(吃),0分29秒,2022--05--02 19:08:08,普通弹幕,25,fd255124
315报告,6分22秒,2022--05--02 17:32:00,普通弹幕,25,91687535
[ohhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh],4分38秒,2022--05--02 16:15:52,普通弹幕,25,b98504da
这一个不得卖一个亿吗,5分17秒,2022--05--02 15:08:29,普通弹幕,25,50549eb0
这。,4分11秒,2022--05--01 19:42:59,普通弹幕,25,a9c5320d
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈这,4分6秒,2022--05--01 19:42:04,普通弹幕,25,a9c5320d
咋裂了？,3分2秒,2022--05--01 19:40:09,普通弹幕,25,a9c5320d
不像啊？？,2分47秒,2022--05--01 19:39:16,普通弹幕,25,a9c5320d
拉？,2分10秒,2022--05--01 19:38:12,普通弹幕,25,a9c5320d
好吃好吃吗？,1分58秒,2022--05--01 19:37:16,普通弹幕,25,a9c5320d
我不敢,1分50秒,2022--05--01 19:36:34,普通弹幕,25,a9c5320d
设计鬼才,6分18秒,2022--04--30 19:19:09,普通弹幕,25,e1558f7d
315考古，哈哈哈哈哈哈哈哈哈哈哈哈,6分6秒,2022--04--27 20:18:53,普通弹幕,25,678d5738
我的很大你要忍一下,3分25秒,2022--04--26 18:14:24,普通弹幕,25,2cd37988
是双汇吗？（315考古）,1分0秒,2022--04--26 17:48:43,顶部弹幕,25,f1b0f0f1
花村辉辉：这个我熟,1分4秒,2022--04--25 20:18:08,顶部弹幕,25,db44d446
爆  满,3分2秒,2022--04--25 16:13:08,顶部弹幕,25,840a87f7
问  题  不  大,2分51秒,2022--04--25 16:12:44,顶部弹幕,25,840a87f7
这么拉了,2分14秒,2022--04--25 08:27:28,普通弹幕,25,6fdddcef
11111,2分42秒,2022--04--24 18:41:01,普通弹幕,25,2ccd886f
哈哈哈哈哈,0分32秒,2022--04--24 10:29:17,普通弹幕,25,43e8a5f4
[ohh],4分57秒,2022--04--23 17:09:20,普通弹幕,25,634116dc
o h h h h h h h h h h h h h h h h h h h h h h h h h h h h h h,4分36秒,2022--04--23 12:12:15,普通弹幕,25,853ef243
鸡丝鸭卷,4分19秒,2022--04--23 09:04:28,普通弹幕,25,5d9f2eb
315晚会前来报道,6分1秒,2022--04--22 21:01:34,普通弹幕,25,a920712a
瞎开黄腔，棺材反光,1分16秒,2022--04--22 16:06:57,普通弹幕,25,c8f34fe2
大姨你用浓盐酸浸泡鸡腿吃起来更爽,5分22秒,2022--04--22 15:08:44,普通弹幕,25,11eb3596
315表示很淦,6分9秒,2022--04--21 18:38:47,普通弹幕,25,6260c071
[ohh],4分47秒,2022--04--21 18:06:07,普通弹幕,25,93736729
[ohh],4分45秒,2022--04--21 18:06:00,普通弹幕,25,93736729
@友人朦,2分42秒,2022--04--21 10:54:44,普通弹幕,25,881911ba
那我的海底有多年呢，会不会把我的牙齿都粘掉？,5分43秒,2022--04--20 20:12:08,普通弹幕,25,47f18b6d
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,5分26秒,2022--04--20 20:11:33,普通弹幕,25,47f18b6d
自己买一根不香吗？我懂了，是要我们抢你的，快拿来吧，我都等不及了。,5分16秒,2022--04--20 20:10:49,普通弹幕,25,47f18b6d
啊哈哈哈哈哈哈啊哈哈哈哈哈哈啊，哈哈哈哈哈哈哈哈哈哈哈哈。,4分57秒,2022--04--20 20:09:35,普通弹幕,25,47f18b6d
千万不要加香菜。千万不要加香菜。千万不要加香菜。重要的事情说三遍。,1分45秒,2022--04--20 20:06:00,普通弹幕,25,47f18b6d
海上钢琴师！！！,5分17秒,2022--04--20 18:09:20,普通弹幕,25,6e9c787f
饿了,4分57秒,2022--04--20 13:41:55,顶部弹幕,25,2cf048f8
垃,2分25秒,2022--04--20 12:23:27,普通弹幕,25,72e56e22
大仙成长记,2分51秒,2022--04--19 16:59:38,普通弹幕,25,4303c1fd
02.,6分32秒,2022--04--19 11:43:27,普通弹幕,25,4959db43
油条,3分6秒,2022--04--18 21:51:28,普通弹幕,25,50166946
每次吃薯条的时候都喜欢粘家里的辣椒粉,5分15秒,2022--04--18 20:21:55,普通弹幕,25,f7cf5786
[ohhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh],4分54秒,2022--04--18 20:21:13,普通弹幕,25,f7cf5786
费林顿鸡排,4分9秒,2022--04--18 20:20:00,普通弹幕,25,f7cf5786
哎呀呀我请你吃枪子,1分57秒,2022--04--18 20:17:43,普通弹幕,25,f7cf5786
哎呀我替你吃枪子儿子,1分48秒,2022--04--18 20:17:26,普通弹幕,25,f7cf5786
那依你,4分10秒,2022--04--18 19:16:46,普通弹幕,25,abf67dd2
枪 式 氢 弹,1分1秒,2022--04--18 12:53:34,普通弹幕,25,f456d2cd
我前面点过赞了，那我就勉为其难再点一下吧,6分30秒,2022--04--18 12:06:29,普通弹幕,25,4f0989f5
3,1分40秒,2022--04--18 01:00:23,普通弹幕,25,8eb033c6
面包：我裂开了,3分8秒,2022--04--17 22:22:02,普通弹幕,25,5c0c6056
3,1分35秒,2022--04--17 21:44:17,普通弹幕,25,b9841260
315,6分6秒,2022--04--17 19:17:34,顶部弹幕,25,e7a8ca51
羟基准备,3分51秒,2022--04--17 17:56:54,顶部弹幕,25,e132619e
哈哈哈哈哈哈哈,3分27秒,2022--04--17 17:28:55,普通弹幕,25,ef1536c2
手雷鸡腿,2分9秒,2022--04--17 12:17:25,普通弹幕,25,7a6e1179
为什么未婚夫都出来了哈哈哈哈哈,2分21秒,2022--04--17 09:50:45,普通弹幕,25,2b059333
厂长无了,6分10秒,2022--04--17 08:43:34,普通弹幕,25,d7cc85c0
315啊啊啊啊,6分6秒,2022--04--17 08:43:14,普通弹幕,25,d7cc85c0
《双汇火腿肠》,6分2秒,2022--04--16 22:55:45,普通弹幕,25,36db12b4
我没得选,1分35秒,2022--04--16 22:49:55,普通弹幕,25,36db12b4
315来的,6分17秒,2022--04--16 22:09:46,普通弹幕,25,fc455d62
2019:我终究是错付了,0分8秒,2022--04--16 17:44:37,普通弹幕,25,d43cd5f4
双汇！！！！（2022 315日报道）,1分2秒,2022--04--16 16:40:48,普通弹幕,25,62e383b2
嘟~~嘟~~~可~~~~~~,3分23秒,2022--04--16 16:22:42,普通弹幕,25,63932e66
记住这里后面要考,1分15秒,2022--04--16 01:40:43,普通弹幕,25,a903dd3a
哈哈哈哈,3分27秒,2022--04--15 23:38:38,普通弹幕,25,bac589e8
《双汇火腿肠》,6分0秒,2022--04--15 21:19:41,普通弹幕,25,d52b436e
[ohhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh],5分14秒,2022--04--15 14:12:21,普通弹幕,25,c493fa5d
[ohhh],4分58秒,2022--04--15 14:12:05,普通弹幕,25,c493fa5d
完了 塌了 快跑,6分9秒,2022--04--15 09:20:07,普通弹幕,25,15880b7c
大姨辛苦啦！,4分42秒,2022--04--13 23:03:46,普通弹幕,25,b06898d3
这个进度条还是不对劲哦。,3分47秒,2022--04--13 23:01:32,普通弹幕,25,b06898d3
美食博主家真是什么都有呢。,2分18秒,2022--04--13 22:56:33,普通弹幕,25,b06898d3
手榴弹就绪,2分2秒,2022--04--13 22:56:01,普通弹幕,25,b06898d3
猝不及防,6分10秒,2022--04--13 21:27:58,普通弹幕,25,56b34396
《 哈 密 瓜 》,3分1秒,2022--04--13 20:44:00,顶部弹幕,25,3edef497
笑死，现在也不喜欢呜呜呜,1分37秒,2022--04--13 20:42:21,顶部弹幕,25,3edef497
美食博主家什么都有啊,2分14秒,2022--04--13 17:37:29,普通弹幕,25,18e12657
[ohh],3分57秒,2022--04--12 21:30:44,普通弹幕,25,d4d7d646
快跑！你会感谢我的！,5分48秒,2022--04--12 18:16:11,普通弹幕,25,68df8c59
车车车车,5分0秒,2022--04--11 21:44:58,普通弹幕,25,8443a814
[OHHH],4分51秒,2022--04--11 17:46:20,普通弹幕,25,6dd8a67c
[OHHHH],4分49秒,2022--04--11 17:46:11,普通弹幕,25,6dd8a67c
《国际友好手势》,3分25秒,2022--04--11 14:20:45,普通弹幕,25,eb4bd648
3.15 时期考古,1分1秒,2022--04--11 12:43:46,普通弹幕,25,2d437a61
有才啊,3分45秒,2022--04--10 23:47:19,普通弹幕,25,dccf5b3a
哈哈哈哈哈哈哈哈哈哈哈哈,3分32秒,2022--04--10 23:47:04,普通弹幕,25,dccf5b3a
至少10几块,5分41秒,2022--04--10 21:58:20,普通弹幕,25,5107ff4f
拉稀,4分6秒,2022--04--10 21:56:46,普通弹幕,25,5107ff4f
特级教师：这段我熟，《我的拿手好戏》,2分27秒,2022--04--10 20:58:01,普通弹幕,25,91076c99
小嘴跟抹了missed,5分41秒,2022--04--10 12:01:08,顶部弹幕,25,cb6490d9
盲猜肉没熟,3分3秒,2022--04--09 19:53:46,普通弹幕,25,a0de390b
小学的放学铃声！,5分39秒,2022--04--09 17:13:46,普通弹幕,25,db66cbc7
流口水流到脱水,5分24秒,2022--04--09 15:51:45,普通弹幕,25,d2e28c2a
纪录片回来的,0分9秒,2022--04--09 14:00:42,普通弹幕,25,7d4f9234
[ohhhh],5分14秒,2022--04--09 10:03:01,普通弹幕,25,31369fd2
[ohhh],5分12秒,2022--04--09 10:02:51,普通弹幕,25,31369fd2
4,1分44秒,2022--04--09 09:58:25,普通弹幕,25,31369fd2
315来的,6分14秒,2022--04--08 14:57:50,普通弹幕,25,820d7fe3
[ohhhhhhhhhhhhhhhhhh],5分5秒,2022--04--08 14:56:41,普通弹幕,25,820d7fe3
[ohhhhhhhhhhhhhhhhhh],4分46秒,2022--04--08 14:56:22,普通弹幕,25,820d7fe3
看进度条,3分57秒,2022--04--08 14:55:32,普通弹幕,25,820d7fe3
奥里给,3分50秒,2022--04--08 14:55:06,普通弹幕,25,820d7fe3
哈哈哈哈,3分26秒,2022--04--08 14:54:42,普通弹幕,25,820d7fe3
看进度条,3分17秒,2022--04--08 14:54:33,普通弹幕,25,820d7fe3
生死狙击策划:传说级手雷:鸡腿打包,2分41秒,2022--04--08 14:53:57,普通弹幕,25,820d7fe3
双汇],0分46秒,2022--04--08 14:51:18,普通弹幕,25,820d7fe3
哈哈哈,0分29秒,2022--04--08 14:51:01,普通弹幕,25,820d7fe3
香,0分20秒,2022--04--08 14:50:52,普通弹幕,25,820d7fe3
哈哈哈,0分13秒,2022--04--08 14:50:45,普通弹幕,25,820d7fe3
闲D嘞,1分25秒,2022--04--08 11:41:44,普通弹幕,25,564fd277
这不得一块钱一个,5分44秒,2022--04--08 00:54:15,普通弹幕,25,bd8b6141
惠灵顿鸡腿,4分10秒,2022--04--07 19:46:07,普通弹幕,25,b71a6341
暗号315,6分11秒,2022--04--07 18:44:15,普通弹幕,25,928eca66
315前来考古,6分2秒,2022--04--07 18:43:55,普通弹幕,25,928eca66
都不要啊啊啊,1分36秒,2022--04--07 18:39:13,普通弹幕,25,928eca66
2022年,0分59秒,2022--04--07 16:28:00,普通弹幕,25,31c10287
不要香菜！（恼）,1分36秒,2022--04--07 15:01:55,普通弹幕,25,8d490e95
315,1分4秒,2022--04--07 14:02:58,普通弹幕,25,68831b37
那么定价是多少？,1分31秒,2022--04--07 12:39:12,普通弹幕,25,1f2ec71
哈哈哈哈哈哈哈哈哈哈哈,3分27秒,2022--04--07 00:31:38,普通弹幕,25,ebda13ef
跟做实验一样,1分45秒,2022--04--06 19:25:42,普通弹幕,25,9297eb9e
翻车预警,3分0秒,2022--04--06 17:56:19,顶部弹幕,25,608804c5
315,6分19秒,2022--04--06 12:23:16,普通弹幕,25,e975792c
前面的光鸡腿肉就不止5块了，起码15+,5分16秒,2022--04--05 22:53:37,普通弹幕,25,41808759
《亿些》,0分41秒,2022--04--05 20:40:20,普通弹幕,25,5b152874
下次一定,5分3秒,2022--04--05 12:52:44,普通弹幕,25,f045e5cb
好丑,1分55秒,2022--04--05 12:49:29,普通弹幕,25,f045e5cb
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,4分47秒,2022--04--05 11:05:54,普通弹幕,25,2ff24329
《双汇》,1分0秒,2022--04--04 21:25:40,顶部弹幕,25,b552c149
2022年考古双汇塌房，介可不兴吃啊,6分4秒,2022--04--04 17:17:40,顶部弹幕,25,842122ff
进度条不简单,2分30秒,2022--04--04 16:58:25,普通弹幕,25,f02aeb2d
宝友 这可不幸吃啊,6分6秒,2022--04--04 16:00:35,顶部弹幕,25,a034e71b
宝友 这可不幸吃啊,6分4秒,2022--04--04 16:00:09,顶部弹幕,25,a034e71b
对个暗号:315,6分3秒,2022--04--04 15:59:44,顶部弹幕,25,a034e71b
20起步,5分47秒,2022--04--04 15:42:15,普通弹幕,25,734a52fd
下次丕次,5分49秒,2022--04--04 13:32:10,普通弹幕,25,634fa2c7
多加香菜！！！！！！！！！！！！！~,1分43秒,2022--04--04 13:27:54,普通弹幕,25,634fa2c7
315时期考古,6分5秒,2022--04--04 13:04:07,普通弹幕,25,f2044251
不好意思，我听成了浓盐酸。哈哈哈,4分19秒,2022--04--04 12:28:39,普通弹幕,25,4b581762
押韵鬼才,0分22秒,2022--04--03 21:05:08,普通弹幕,25,3beb08d3
三连失败，下次再试（doge）,4分54秒,2022--04--03 20:26:22,普通弹幕,25,72722259
开始吟唱,5分4秒,2022--04--03 19:12:03,顶部弹幕,25,cce1cae3
这个火腿是双汇的吗？,1分14秒,2022--04--03 19:02:03,普通弹幕,25,952f522
能拉，但只能拉一点点,2分18秒,2022--04--03 15:55:51,顶部弹幕,25,dbac7d84
2022 315考古,6分14秒,2022--04--02 17:48:46,普通弹幕,25,6d2cf68b
油条？,3分6秒,2022--04--01 20:11:02,普通弹幕,25,3ef9b713
【doge ,6分5秒,2022--03--31 22:03:12,普通弹幕,25,a784a4f1
315,6分28秒,2022--03--31 13:48:51,普通弹幕,25,6527ba2f
xdm，发个暗号：315,6分5秒,2022--03--30 17:47:27,底部弹幕,25,3bef5d57
片,6分13秒,2022--03--29 19:57:26,普通弹幕,25,8643560
双汇翻车时代前来考古·,6分4秒,2022--03--29 11:34:46,顶部弹幕,25,466bbd98
大姨大姨,4分4秒,2022--03--28 23:50:07,普通弹幕,25,dd631e6e
双汇？,1分0秒,2022--03--28 21:58:05,普通弹幕,25,28606e81
黏住了绵羊的         大腹便便[doge],5分37秒,2022--03--28 14:32:34,普通弹幕,25,92d5e999
麻球都没这个大,2分57秒,2022--03--28 14:29:23,普通弹幕,25,92d5e999
11,2分49秒,2022--03--28 14:28:57,普通弹幕,25,92d5e999
逗斗车余洋:绵羊你做菜叫我干嘛,2分26秒,2022--03--28 13:20:38,顶部弹幕,25,4df6a75f
你这变成叫花鸡了，哈哈,3分14秒,2022--03--27 23:08:48,普通弹幕,25,d5666e99
好想吃呀,5分19秒,2022--03--27 21:05:12,普通弹幕,25,4e9fdc94
哦，我的天呐,1分8秒,2022--03--27 18:54:18,普通弹幕,25,31a98476
看饿了,0分47秒,2022--03--27 16:31:45,普通弹幕,25,3ca0ab6b
3,4分3秒,2022--03--27 15:00:29,普通弹幕,25,e5b1a2f3
啊啊啊啊啊啊,5分10秒,2022--03--27 13:38:59,普通弹幕,25,4c3d1083
 1,2分28秒,2022--03--27 13:04:35,普通弹幕,25,6f54725b
双汇火腿,1分0秒,2022--03--27 12:57:07,顶部弹幕,25,9eb4e8e3
好看！,6分16秒,2022--03--26 21:02:18,普通弹幕,25,8afd172f
[OHH],4分48秒,2022--03--26 20:50:58,普通弹幕,25,143a2f5b
看了纪录片，又回来一键三连啦,0分6秒,2022--03--26 17:55:54,普通弹幕,25,13b4946e
现在来看，大姨后悔接这个嘛,6分24秒,2022--03--26 03:27:56,普通弹幕,25,83cb9f1f
哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,3分27秒,2022--03--25 21:33:36,普通弹幕,25,363b8993
